地方频道,#genre#
AV-09,p5p://crfccs.kingh888.com:16666/60ab7022000573560f7dbc65c7a7c516 
AV-10,p5p://crfccs.kingh888.com:16666/60ab70110002dad70f7d795342d4455b 
AV-11,p5p://crfccs.kingh888.com:16666/60ab6ffb000a2d7f0f7d254314764200 
AV-12,p5p://crfccs.kingh888.com:16666/60ab6fec00082ce30f7cea283a526c13 
AV-13,p5p://crfccs.kingh888.com:16666/60ab6fda0007e3e20f7ca3c5f3e96f00 
AV-14,p5p://crfccs.kingh888.com:16666/60ab6fc800082d9b0f7c5d88192b05b6 
AV-15,p5p://crfccs.kingh888.com:16666/60ab6fb6000b8a650f7c1814ba6d0807 
AV-16,p5p://crfccs.kingh888.com:16666/60ab6fa60009ec320f7bd92abf911f6f 
AV-17,p5p://crfccs.kingh888.com:16666/60ab6f950004e0220f7b9578b29fcb6e 
AV-18,p5p://crfccs.kingh888.com:16666/60ab6f77000386550f7b1fef3ff04705 
AV-19,p5p://crfccs.kingh888.com:16666/60ab6f630008847b0f7ad31644e78979 
AV-20,p5p://crfccs.kingh888.com:16666/60ab6f5300037e900f7a934df938ee61 
AV-21,p5p://crfccs.kingh888.com:16666/60ab6f2a000125b50f79f28b8f8bc416 
AV-22,p5p://crfccs.kingh888.com:16666/60ab6f18000750370f79adcf701ffea1 
AV-23,p5p://crfccs.kingh888.com:16666/60ab6efa000787ad0f7938ae568e03ff 
AV-24,p5p://crfccs.kingh888.com:16666/60ab6eea000b90780f78fb362da5bde6 
AV-25,p5p://crfccs.kingh888.com:16666/60ab6ed70002dde40f78aec43aa651ca 
AV-26,p5p://crfccs.kingh888.com:16666/60ab6ec40007e3700f7865d5af2800d9 
AV-27,p5p://crfccs.kingh888.com:16666/60ab6ea5000dc3580f77ee3eb0a503fc 
AV-28,p5p://crfccs.kingh888.com:16666/60ab6e880004cfa20f777aabfe62cb07 
AV-29,p5p://crfccs.kingh888.com:16666/60ab6e7a0001c5a50f7743347174894b 
AV-30,p5p://crfccs.kingh888.com:16666/60ab6e6a0006200a0f7705d1ab2c12fd
测试频道,#genre#
福建·导视,rtsp://112.50.242.148/PLTV/88888888/224/3221226620/40512385.smil
僵尸剧场,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231742/index.m3u8
喜剧联盟,http://117.148.179.154/PLTV/88888888/224/3221231621/index.m3u8
军旅剧场,http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8
SNH48剧场公演,http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8
红色谍战剧场,http://117.148.179.169/PLTV/88888888/224/3221231627/index.m3u8
少林剧场,http://117.148.179.160/PLTV/88888888/224/3221231628/index.m3u8
神探狄仁杰,http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8
黄金剧场,http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8
追剧少女,http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8
古天乐影院,http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
成龙影院,http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
郭富城影院,http://117.148.179.152/PLTV/88888888/224/3221231688/index.m3u8
张国荣影院,http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8
高分影院,http://117.148.179.182/PLTV/88888888/224/3221231699/index.m3u8
周润发影院,http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
怀旧老片,http://117.148.179.146/PLTV/88888888/224/3221231513/index.m3u8
周星驰影院,http://117.148.179.153/PLTV/88888888/224/3221231562/index.m3u8
午夜失眠剧场,http://117.148.179.141/PLTV/88888888/224/3221231516/index.m3u8
吴京作品集,http://117.148.179.183/PLTV/88888888/224/3221231564/index.m3u8
云上电影院,http://117.148.179.176/PLTV/88888888/224/3221231565/index.m3u8
每日科幻电影,http://117.148.179.160/PLTV/88888888/224/3221231568/index.m3u8
葛优作品集,http://117.148.179.139/PLTV/88888888/224/3221231754/index.m3u8
刘德华影院,http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
刘亦菲影视,http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8
TVB剧场,http://117.148.179.157/PLTV/88888888/224/3221231733/index.m3u8
金庸频道,http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
新片放映厅,http://117.148.179.160/PLTV/88888888/224/3221231640/index.m3u8
盗墓方法论,http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8
试胆大会,http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8
高能烧脑时刻,http://117.148.179.169/PLTV/88888888/224/3221231504/index.m3u8
杨幂作品集,http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8
4K剧场,http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8
偶像剧场,http://117.148.179.160/PLTV/88888888/224/3221231583/index.m3u8
古龙作品集,http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8
经典贺岁片,http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
24小时体育,http://117.148.179.172/PLTV/88888888/224/3221231778/index.m3u8
每日荐影,http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8
武侠剧场,http://117.148.179.160/PLTV/88888888/224/3221231763/index.m3u8
 
JSTAR極限台,p5p://45.92.126.18:9906/60fd2dff000297b000ee4ada2986dc4f
彩虹电影,p5p://45.92.126.18:9906/60ed7489000054d11105e349a7f90727
民視,https://flv3948069e.live.126.net/live/sytv_e4c30bf5ce846915a6bdde392e773d5e.flv
東森財經新聞,https://flv3948069e.live.126.net/live/sytv_6fb30b966e84647c259dded43e773c80.flv
民視第一台,https://flv3948069e.live.126.net/live/sytv_08530b58be846cc5266ddeb69e7735e9.flv
民視台灣台,https://flv3948069e.live.126.net/live/sytv_07130b22be8461cdc15ddeec8e773eb5.flv
民視新聞台,https://flv3948069e.live.126.net/live/sytv_c3b30b485e846fa1ce9ddeb1be773e8c.flv
民視影劇台,https://flv3948069e.live.126.net/live/sytv_7a730bb13e846f6a9f4ddebe2e7738c3.flv
民視綜藝台,https://flv3948069e.live.126.net/live/sytv_ba930b82de846fede7fdde9fae773298.flv
民視旅遊台,https://flv3948069e.live.126.net/live/sytv_42130b58fe846ad0680ddefd6e773390.flv
台視,https://flv3948069e.live.126.net/live/sytv_6dc30bf0ae846042380dde01be7732fe.flv
台視新聞台,https://flv3948069e.live.126.net/live/sytv_67230b6cfe846edff44dde4d4e773884.flv
台視財經台,https://flv3948069e.live.126.net/live/sytv_dac30b2e6e8461ba64fddecefe773e7b.flv
台視綜合台,https://flv3948069e.live.126.net/live/sytv_a3230bb77e846899c6cdded52e7732f3.flv
中視,https://flv3948069e.live.126.net/live/sytv_6ab30b2c4e8469732bfddefb1e773deb.flv
中視新聞台,https://flv3948069e.live.126.net/live/sytv_23f30b8c0e84637fddfdde11ee7735f1.flv
中視經典台,https://flv3948069e.live.126.net/live/sytv_a6e30b1e2e8465881fcdde9f4e7736c0.flv
中視菁采台,https://flv3948069e.live.126.net/live/sytv_28930b36ce846f2c8e6dde725e7735de.flv
華視,https://flv3948069e.live.126.net/live/sytv_1a630b0b7e846d7cf81ddee5ee7733f3.flv
華視教育體育文化台,https://flv3948069e.live.126.net/live/sytv_91030b1dae846205fdcdded56e773477.flv
華視新聞資訊台,https://flv3948069e.live.126.net/live/sytv_68830bac5e8461ebda0ddea01e773e4b.flv
公視,https://flv3948069e.live.126.net/live/sytv_9dd30b5c8e846938c26dde70be773545.flv
公視台語台,https://flv3948069e.live.126.net/live/sytv_b2c30b53ae84670a8b8dde5c2e7733db.flv
公視3台,https://flv3948069e.live.126.net/live/sytv_f8630b6a5e8461aca04dde1d5e773c81.flv
高點綜合台,https://flv3948069e.live.126.net/live/sytv_32630b02ce8468a2f27ddef1ae773d18.flv
高點育樂台,https://flv3948069e.live.126.net/live/sytv_2ec30b8dfe846e1ce5dddee84e7730f6.flv
東森新聞台,https://flv3948069e.live.126.net/live/sytv_76930b481e84680c93adde9cae7738ae.flv
東森幼幼台,https://flv3948069e.live.126.net/live/sytv_af430bf86e846549a43dde18be773787.flv
東森綜合台,https://flv3948069e.live.126.net/live/sytv_0f630b5d9e846b6ce81ddedcfe773eb1.flv
東森戲劇台,https://flv3948069e.live.126.net/live/sytv_ed630bae0e846d775dbdde1e9e773a71.flv
東森超視台,https://flv3948069e.live.126.net/live/sytv_e0c30bc8ee846a19f53dde422e773b0b.flv
東森洋片台,https://flv3948069e.live.126.net/live/sytv_02f30bf53e84628fcf0dde0bae773f6f.flv
東森電影台,https://flv3948069e.live.126.net/live/sytv_e8830b768e8469f6755dde403e773504.flv
中天新聞台,https://flv3948069e.live.126.net/live/sytv_6d430b269e84685af0bdde4f9e773382.flv
中天綜合台,https://flv3948069e.live.126.net/live/sytv_acd30b276e846e42e1addec77e77314b.flv
中天娛樂台,https://flv3948069e.live.126.net/live/sytv_a2130beebe8469b84c6dde06fe773b34.flv
中天亞洲台,https://flv3948069e.live.126.net/live/sytv_56130b682e846c05e01dde844e7733de.flv
三立台灣台,https://flv3948069e.live.126.net/live/sytv_e4030b695e8468e6698dde658e7737fe.flv
三立都會台,https://flv3948069e.live.126.net/live/sytv_df030be85e8465cba8bdde25ee7731f8.flv
三立新聞台,https://flv3948069e.live.126.net/live/sytv_6aa30b0cbe8460a218addee46e773f2e.flv
三立財經台,https://flv3948069e.live.126.net/live/sytv_aa430bd4ce8464e8df8dde26ce77300e.flv
三立綜合台,https://flv3948069e.live.126.net/live/sytv_68630ba2ae846bae3b0ddebcee773182.flv
三立戲劇台,https://flv3948069e.live.126.net/live/sytv_12d30b786e84667f624dde7bae773b99.flv
MTV綜合台,https://flv3948069e.live.126.net/live/sytv_3c130b6e9e846d28029dde127e773f35.flv
TVBS,https://flv3948069e.live.126.net/live/sytv_85730bcb7e84661a2eedde3abe773272.flv
TVBS新聞台,https://flv3948069e.live.126.net/live/sytv_8ea30bd6ae8464b74c5dde315e77379e.flv
TVBS歡樂台,https://flv3948069e.live.126.net/live/sytv_5c430bd95e846e7f3abdde9c6e773f7e.flv
TVBS精采台,https://flv3948069e.live.126.net/live/sytv_dec30b33be84692c439dde4fee773703.flv
年代新聞,https://flv3948069e.live.126.net/live/sytv_1e430b7d9e846445fffdde41be773c4d.flv
MUCH TV,https://flv3948069e.live.126.net/live/sytv_29d30bed1e8460f70a0dde412e7737ff.flv
JET綜合台,https://flv3948069e.live.126.net/live/sytv_95630b467e8461e8adedde4f4e7739ef.flv
東風衛視,https://flv3948069e.live.126.net/live/sytv_f1130b7efe8468c2a48dde3d0e773b13.flv
壹新聞,https://flv3948069e.live.126.net/live/sytv_dbc30bc81e846ceeb07dde0d7e773580.flv
壹電影,https://flv3948069e.live.126.net/live/sytv_4e030b54de8467636b7dde257e7736cc.flv
非凡新聞台,https://flv3948069e.live.126.net/live/sytv_2fc30bb10e846c34c7fddefb6e7730b4.flv
非凡商業台,https://flv3948069e.live.126.net/live/sytv_8a130bceee8461cdf76ddeb99e773cc4.flv
寰宇新聞台,https://flv3948069e.live.126.net/live/sytv_06e30bb26e846ee388fdde4fbe773fed.flv
寰宇新聞台灣台,https://flv3948069e.live.126.net/live/sytv_dcb30b153e84648de19dde9c0e773f10.flv
亞洲旅遊台,https://flv3948069e.live.126.net/live/sytv_f3330b2dee8467591a5ddec3fe773939.flv
寶寶世界,https://flv3948069e.live.126.net/live/sytv_e5130b48ee8467a9b5fddeb3ce77382b.flv
Medici-Arts,https://flv3948069e.live.126.net/live/sytv_6eb30b4bae8463cfc47dde65ee773809.flv
博斯高球,https://flv3948069e.live.126.net/live/sytv_87830b783e846bd5ae1dde727e773c87.flv
博斯高球II,https://flv3948069e.live.126.net/live/sytv_24830b6c6e846afcdebdded33e773897.flv
博斯網球,https://flv3948069e.live.126.net/live/sytv_f2730b0e0e846356facddee54e773beb.flv
博斯運動一台,https://flv3948069e.live.126.net/live/sytv_79130baf6e84633f245ddead2e773209.flv
博斯魅力,https://flv3948069e.live.126.net/live/sytv_30130b9f2e846f2ead4dde618e773878.flv
博斯運動二台,https://flv3948069e.live.126.net/live/sytv_44a30b778e8464b9ae1dde468e773c11.flv
博斯無限,https://flv3948069e.live.126.net/live/sytv_dc630b9a4e8468de791dde3f5e7734dd.flv
博斯無限二台,https://flv3948069e.live.126.net/live/sytv_acc30b996e8461039f4dde2e2e77353d.flv
龍華戲劇,https://flv3948069e.live.126.net/live/sytv_77e30b98ce846c2b278ddee45e773ec6.flv
龍華偶像,https://flv3948069e.live.126.net/live/sytv_89030b3f0e84692db1ddde1d4e773e28.flv
龍華電影,https://flv3948069e.live.126.net/live/sytv_ebc30b5f7e846f91091dde53ae77352c.flv
龍華洋片,https://flv3948069e.live.126.net/live/sytv_f7130bebbe8462c95eeddeb2de7737f1.flv
龍華日韩,https://flv3948069e.live.126.net/live/sytv_6f930b8ace84614fb1fddef59e7736b5.flv
龍華動畫,https://flv3948069e.live.126.net/live/sytv_59130b4b6e846278172ddeed3e773dd5.flv
緯來電影台,https://flv3948069e.live.126.net/live/9b23bc95ed2f236d64c54e7c71d2645d.flv
八大第一台,https://flv3948069e.live.126.net/live/sytv_51d30b92be846328973dde4bbe7734e1.flv
八大綜合台,https://flv3948069e.live.126.net/live/sytv_9e430b8e4e8467a0e6bdde872e77304c.flv
八大戲劇台,https://flv3948069e.live.126.net/live/sytv_86430b96ae84629bf01ddec4ae773dc4.flv
八大娛樂台,https://flv3948069e.live.126.net/live/sytv_b5430bc50e846055e6adde9aee7735e7.flv
八大精彩台,https://flv3948069e.live.126.net/live/sytv_15d30bf24e84699775fdde908e773987.flv
愛爾達體育1台,https://flv3948069e.live.126.net/live/sytv_0cd30bbd0e84662bf17dde6fae773593.flv
愛爾達體育2台,https://flv3948069e.live.126.net/live/sytv_40030b39be8468c77cadde47fe7730cd.flv
愛爾達體育3台,https://flv3948069e.live.126.net/live/sytv_35530bcafe846f58760ddeacde773a4f.flv
愛爾達娛樂台,https://flv3948069e.live.126.net/live/sytv_66530b999e846e3661cddebe7e77371d.flv
TRACE Sport Stars,https://flv3948069e.live.126.net/live/sytv_c3730b210e846ab92c5dde44be77317c.flv
智林體育台,https://flv3948069e.live.126.net/live/sytv_e9630bad9e846967f58ddefd5e773b21.flv
韓國娛樂台,https://flv3948069e.live.126.net/live/sytv_57730bbe2e8467a7b52dde2ede773030.flv
靖洋卡通台,https://flv3948069e.live.126.net/live/sytv_eac30b591e8468d543cddeab1e7731fd.flv
靖天卡通台,https://flv3948069e.live.126.net/live/sytv_93130b60be846034419dde9a5e773b66.flv
靖天資訊台,https://flv3948069e.live.126.net/live/sytv_c8830bbfee846e8bc55ddeca1e77364d.flv
靖天綜合台,https://flv3948069e.live.126.net/live/sytv_c7230b655e8468866b0dde09ce7733b2.flv
靖天育樂台,https://flv3948069e.live.126.net/live/sytv_4da30b792e846128ebeddec65e773907.flv
靖天戲劇台,https://flv3948069e.live.126.net/live/sytv_20b30b01de846c40fe3ddeecde773713.flv
靖洋戲劇台,https://flv3948069e.live.126.net/live/sytv_16c30b500e846fc6d7fdde74ee773639.flv
靖天映畫,https://flv3948069e.live.126.net/live/sytv_f6d30bf63e846933a98dde3ede773179.flv
靖天電影台,https://flv3948069e.live.126.net/live/sytv_f0d30b537e8460c5ac9ddecc4e773f6c.flv
靖天國際台,https://flv3948069e.live.126.net/live/sytv_46530b46be846166c38dde18fe7733e7.flv
靖天日本台,https://flv3948069e.live.126.net/live/sytv_a4c30b8ffe8461d556fdde7ece773c9a.flv
靖天歡樂台,https://flv3948069e.live.126.net/live/sytv_55a30bd83e846056900dde382e7733b1.flv
i-Fun動漫台,https://flv3948069e.live.126.net/live/sytv_2a430b358e8461bfc69dde064e773fe2.flv
 
采昌影劇台,https://flv3948069e.live.126.net/live/sytv_db730b5c9e846c26ae6ddedfde773a9a.flv
影迷數位電影台,https://flv3948069e.live.126.net/live/sytv_33b30b895e846ab57b4dde7d3e77322c.flv
CATCHPLAY電影台,https://flv3948069e.live.126.net/live/sytv_2c330b04de846118d68dde6e8e773eb6.flv
EYE TV戲劇台,https://flv3948069e.live.126.net/live/sytv_67a30be53e846d45c0ddde8a8e773b30.flv
EYE TV旅遊台,https://flv3948069e.live.126.net/live/sytv_b8730b395e846bb7796ddea97e773271.flv
霹靂台灣台,https://flv3948069e.live.126.net/live/sytv_e3d30bd35e84661fc99dde3c7e773f89.flv
Z頻道,https://flv3948069e.live.126.net/live/sytv_68130b91ee8465fdeb3dde2c8e773a3f.flv
衛視電影台,https://flv3948069e.live.126.net/live/sytv_72a30baf1e84656b6e2dde008e77399a.flv
龍祥電影台,https://flv3948069e.live.126.net/live/sytv_71c30ba26e8462a739addeb01e7734b7.flv
J2,http://pullhls3948069e.live.126.net/live/tvbj2/playlist.m3u8
Now直播台,https://flv3948069e.live.126.net/live/sytv_7c42c30be7e8c8ca21b1ddde557d6c88.flv
Now新聞台,https://flv3948069e.live.126.net/live/sytv_c392930be7e47f07c66f2dde55797103.flv
Now財經台,https://flv3948069e.live.126.net/live/sytv_a84dd30be7e1a18f3d259dde557eb174.flv
